title	date	location	filename	url
lussin-piccolo (i.e., lussinpiccolo), from monte umpiliak, istria, austro-hungary	1890	Austro-Hungary	2002710928.jpg	http://www.loc.gov/item/2002710928/
calcutta. nirmahal ghat	1890	India	2017658180.jpg	http://www.loc.gov/item/2017658180/
great snow pit from below, riesengebirge, germany	1890	Germany	2002720537.jpg	http://www.loc.gov/item/2002720537/
music room, neuschwanstein castle, upper bavaria, germany	1890	Germany	2002696261.jpg	http://www.loc.gov/item/2002696261/
the madeleine, paris, france	1890	France	2001698525.jpg	http://www.loc.gov/item/2001698525/
the town, capri island, italy	1890	Italy	2001700771.jpg	http://www.loc.gov/item/2001700771/
from e. cliff, ii., cromer, england	1890	UK	2002696631.jpg	http://www.loc.gov/item/2002696631/
schynige platte, gummihorn, eiger, monch and jungfrau, bernese oberland, switzerland	1890	Switzerland	2001701249.jpg	http://www.loc.gov/item/2001701249/
"voury, the ""port du scex"" (gate of scex), valais, switzerland"	1890	Switzerland	2001703274.jpg	http://www.loc.gov/item/2001703274/
opposition, england	1890	UK	2002708362.jpg	http://www.loc.gov/item/2002708362/
le lac d'amour, bruges, belgium	1890	Belgium	2001697900.jpg	http://www.loc.gov/item/2001697900/
toblach, new toblach, tyrol, austro-hungary	1890	Austro-Hungary	2002711143.jpg	http://www.loc.gov/item/2002711143/
louvain. l'hôtel de ville	1890	Belgium	2017659142.jpg	http://www.loc.gov/item/2017659142/
old harbor (vieux-port), marseille, france	1890	France	2002715100.jpg	http://www.loc.gov/item/2002715100/
the czar's place, kremlin, moscow, russia	1890	Russia	2001697453.jpg	http://www.loc.gov/item/2001697453/
on the way to the pantenbrucke, with view on the todi and schreienbach, glarus, switzerland	1890	Switzerland	2001702465.jpg	http://www.loc.gov/item/2001702465/
sark, les autelets, channel islands	1890	UK	2002696518.jpg	http://www.loc.gov/item/2002696518/
vanderbilt hall, yale college	1901	US	2008679555.jpg	http://www.loc.gov/item/2008679555/
isar gate, munich, bavaria, germany	1890	Germany	2002696148.jpg	http://www.loc.gov/item/2002696148/
castelnuovo, general view, dalmatia, austro-hungary	1890	Austro-Hungary	2002710752.jpg	http://www.loc.gov/item/2002710752/
krieger monument, thor, cassel ave, cassel (i.e., kassel), hesse-nassau,  germany	1890	Germany	2002713892.jpg	http://www.loc.gov/item/2002713892/
the saxe garden, warsaw, russia (i.e. warsaw, poland)	1890	Germany	2001697516.jpg	http://www.loc.gov/item/2001697516/
the cathedral and museum, lubeck, germany	1890	Germany	2002713938.jpg	http://www.loc.gov/item/2002713938/
the latone basin, neptune, versailles, france	1890	France	2001698749.jpg	http://www.loc.gov/item/2001698749/
at innisfallen, killarney. county kerry, ireland	1890	Ireland	2002717428.jpg	http://www.loc.gov/item/2002717428/
the twins (castor and pollux), the breithorn, etc., valais, alps of, switzerland	1890	Switzerland	2001703331.jpg	http://www.loc.gov/item/2001703331/
the spaarne (river), haarlem, holland	1890	Netherlands	2001699508.jpg	http://www.loc.gov/item/2001699508/
kairo. femme arabe et son enfant à baudet	1890	Egypt	2017657449.jpg	http://www.loc.gov/item/2017657449/
in south cheyenne canyon, colorado	1901	US	2008678201.jpg	http://www.loc.gov/item/2008678201/
brenner railway, sterznig glifenklamm (i.e., gilfenklamm), tyrol, austro-hungary	1890	Austro-Hungary	2002711006.jpg	http://www.loc.gov/item/2002711006/
whitchurch, near symonds yat, england	1890	UK	2002708227.jpg	http://www.loc.gov/item/2002708227/
negroes playing chess, algiers, algeria	1899	Algeria	2001697845.jpg	http://www.loc.gov/item/2001697845/
ryde, apley tower, isle of wight, england	1890	UK	2002708250.jpg	http://www.loc.gov/item/2002708250/
arab juggler, algiers, algeria	1899	Algeria	2001697832.jpg	http://www.loc.gov/item/2001697832/
library of congress, central stair hall	1900	US	2008678276.jpg	http://www.loc.gov/item/2008678276/
ponale road and view of riva, lake garda, italy	1890	Italy	2001700839.jpg	http://www.loc.gov/item/2001700839/
the pier pavillion, lowestoft, england	1890	UK	2002696979.jpg	http://www.loc.gov/item/2002696979/
misurinasee, sorapiss and monte antelao, tyrol, austro-hungary	1890	Austro-Hungary	2002711071.jpg	http://www.loc.gov/item/2002711071/
interior of the doges' palace, with the giant's staircase, venice, italy	1890	Italy	2001700993.jpg	http://www.loc.gov/item/2001700993/
general view from mustapha, i, algiers, algeria	1899	Algeria	2001696370.jpg	http://www.loc.gov/item/2001696370/
the post office, amsterdam, holland	1890	Netherlands	2001697998.jpg	http://www.loc.gov/item/2001697998/
hotel, aigle, vaud, canton of, switzerland	1890	Switzerland	2001703346.jpg	http://www.loc.gov/item/2001703346/
bude, entrance to harbor and breakwater, cornwall, england	1890	UK	2002696580.jpg	http://www.loc.gov/item/2002696580/
the casino and front of foncillon, royan, france	1890	France	2001698694.jpg	http://www.loc.gov/item/2001698694/
university with bridge, breslau, silesia, germany (i.e., wrocław, poland)	1890	Germany	2002720686.jpg	http://www.loc.gov/item/2002720686/
independence hall, philadelphia	1900	US	2008679522.jpg	http://www.loc.gov/item/2008679522/
glockner district, heiligenblut, carinthia, austro-hungary	1890	Austro-Hungary	2002710725.jpg	http://www.loc.gov/item/2002710725/
from the dunes, westerland, sylt, schleswig-holstein, germany	1890	Germany	2002720669.jpg	http://www.loc.gov/item/2002720669/
gungarline creek, snowy river. n.s.w.	1890	Australia	2017657828.jpg	http://www.loc.gov/item/2017657828/
village and alps, bernese oberland, switzerland	1890	Switzerland	2001702412.jpg	http://www.loc.gov/item/2001702412/
gand. abbaye de st. bavon. crypte de la viergei	1890	Belgium	2017659135.jpg	http://www.loc.gov/item/2017659135/
cathedral st. peter and st. paul, kiev, russia,(i.e., ukraine)	1890	Ukraine	2001697424.jpg	http://www.loc.gov/item/2001697424/
trafoi and trafoi ice wall, tyrol, austro-hungary	1890	Austro-Hungary	2002711134.jpg	http://www.loc.gov/item/2002711134/
stalheimskleven  [norway]	1890	Norway	2001699590.jpg	http://www.loc.gov/item/2001699590/
redcar, the esplanade, yorkshire, england	1890	UK	2002708315.jpg	http://www.loc.gov/item/2002708315/
pouhon, spa, belgium	1890	Belgium	2001697977.jpg	http://www.loc.gov/item/2001697977/
a view in the valley, wehrathal, black forest, baden, germany	1890	Germany	2002713559.jpg	http://www.loc.gov/item/2002713559/
wassen, the tunnels, st. gotthard railway, switzerland	1890	Switzerland	2001703203.jpg	http://www.loc.gov/item/2001703203/
viaduct, ii., lydbrook (lower), england	1890	UK	2002696996.jpg	http://www.loc.gov/item/2002696996/
girvan, from new road, scotland	1890	Scotland	2001706001.jpg	http://www.loc.gov/item/2001706001/
randolph street east from lasalle, chicago	1900	US	2008678299.jpg	http://www.loc.gov/item/2008678299/
the piers, dieppe, france	1890	France	2001698102.jpg	http://www.loc.gov/item/2001698102/
in nordlandsbaad (i.e., nordlandsbåt), nordland, norway	1890	Norway	2001700706.jpg	http://www.loc.gov/item/2001700706/
general view from cascade, dawlish, england	1890	UK	2002696646.jpg	http://www.loc.gov/item/2002696646/
eibsee, general view, upper bavaria, germany	1890	Germany	2002696216.jpg	http://www.loc.gov/item/2002696216/
bois du boulougne (i.e., boulogne), the lake, paris, france	1890	France	2001698552.jpg	http://www.loc.gov/item/2001698552/
sassnitz, seen from the water, isle of rugen, germany	1890	Germany	2002720540.jpg	http://www.loc.gov/item/2002720540/
bernese alps, from pilatus, bernese oberland, switzerland	1890	Switzerland	2001701117.jpg	http://www.loc.gov/item/2001701117/
goethe's monument, frankfort on main (i.e. frankfurt am main), germany	1890	Germany	2002713670.jpg	http://www.loc.gov/item/2002713670/
from prospect hill, malvern, england	1890	UK	2002697057.jpg	http://www.loc.gov/item/2002697057/
the high rocks, i., tunbridge wells, england	1890	UK	2002708196.jpg	http://www.loc.gov/item/2002708196/
town and harbor, cleves, westphalia, germany	1890	Germany	2002720813.jpg	http://www.loc.gov/item/2002720813/
berigo, san remo, riviera	1890	France	2001699343.jpg	http://www.loc.gov/item/2001699343/
singapore. high street with hotel europe	1890	Singapore	2017657652.jpg	http://www.loc.gov/item/2017657652/
einsiedeln, the fountain, lake lucerne, switzerland	1890	Switzerland	2001703080.jpg	http://www.loc.gov/item/2001703080/
hydropathic building, bridge of allan, scotland	1890	Scotland	2001703595.jpg	http://www.loc.gov/item/2001703595/
war memorial, hanover, hanover, germany	1890	Germany	2002713735.jpg	http://www.loc.gov/item/2002713735/
arsenal, venice, italy	1890	Italy	2001701052.jpg	http://www.loc.gov/item/2001701052/
the university and bridge, strassburg, alsace lorraine, germany	1890	Germany	2002695085.jpg	http://www.loc.gov/item/2002695085/
grèce. delphes	1890	Greece	2017658118.jpg	http://www.loc.gov/item/2017658118/
babbacombe beach, torquay, england	1890	UK	2002708179.jpg	http://www.loc.gov/item/2002708179/
the waldquelle, marienbad, bohemia, austro-hungary	1890	Austro-Hungary	2002708483.jpg	http://www.loc.gov/item/2002708483/
kairo, palmier au jardin du prince hussein	1890	Egypt	2017657717.jpg	http://www.loc.gov/item/2017657717/
general view, dieppe, france	1890	France	2001697648.jpg	http://www.loc.gov/item/2001697648/
waldparthie bei glarus, no. 3	1890	Switzerland	2017651769.jpg	http://www.loc.gov/item/2017651769/
mansal dale i., derbyshire, england	1890	UK	2002696703.jpg	http://www.loc.gov/item/2002696703/
kirkby stephen church	1890	UK	2017659709.jpg	http://www.loc.gov/item/2017659709/
abergavenny, sugar loaf mountain	1890	UK	2002696353.jpg	http://www.loc.gov/item/2002696353/
place alsace-lorraine, lorient, france	1890	France	2001698417.jpg	http://www.loc.gov/item/2001698417/
feuerleins bow windows, rothenburg (i.e. ob der tauber), bavaria, germany	1890	Germany	2002696187.jpg	http://www.loc.gov/item/2002696187/
from the boulevard, jalta, (i.e., yalta), the crimea, russia, (i.e., ukraine)	1890	Ukraine	2001697536.jpg	http://www.loc.gov/item/2001697536/
greek chapel, wiesbaden, hesse-nassau, germany	1890	Germany	2002713918.jpg	http://www.loc.gov/item/2002713918/
lauwers gracht, arnhem, holland	1890	Netherlands	2001698769.jpg	http://www.loc.gov/item/2001698769/
lower lough erne. county fermanagh, ireland	1890	Ireland	2002717408.jpg	http://www.loc.gov/item/2002717408/
itinerant shoemaker of jerusalem, holy land	1890	Holy Land	2002725083.jpg	http://www.loc.gov/item/2002725083/
fish market, rotterdam, holland	1890	Netherlands	2001699528.jpg	http://www.loc.gov/item/2001699528/
the rhone glacier, valais, alps of, switzerland	1890	Switzerland	2001703311.jpg	http://www.loc.gov/item/2001703311/
the court in the ponce de leon	1898	US	2008678221.jpg	http://www.loc.gov/item/2008678221/
funffingerspitze, from the north, tyrol, austro-hungary	1890	Austro-Hungary	2002711026.jpg	http://www.loc.gov/item/2002711026/
bondhus glacier and lake, hardanger fjord, handanger, norway	1890	Norway	2001699482.jpg	http://www.loc.gov/item/2001699482/
giessbach cascade, bernese oberland, switzerland	1890	Switzerland	2001701286.jpg	http://www.loc.gov/item/2001701286/
long sands, tynemouth, england	1890	UK	2002708207.jpg	http://www.loc.gov/item/2002708207/
the natural arch, constantine, algeria	1899	Algeria	2001697865.jpg	http://www.loc.gov/item/2001697865/
isola pescatori i, lake maggiore, italy	1890	Italy	2001700881.jpg	http://www.loc.gov/item/2001700881/
porlezza, general view (distant), tessin, switzerland	1890	Switzerland	2001703254.jpg	http://www.loc.gov/item/2001703254/
wengern alp and mittaghorn, gspaltenhorn and hotel jungfrau, bernese oberland, switzerland	1890	Switzerland	2001701269.jpg	http://www.loc.gov/item/2001701269/
whitby, the pier, yorkshire, england	1890	UK	2002708342.jpg	http://www.loc.gov/item/2002708342/
waterloo, the tombs, belgium	1890	Belgium	2001697920.jpg	http://www.loc.gov/item/2001697920/
prag. altstä̈dter uhr	1890	Czech Republic	2017659162.jpg	http://www.loc.gov/item/2017659162/
native girls, marken island, holland	1890	Netherlands	2001698786.jpg	http://www.loc.gov/item/2001698786/
the theatre, odessa, russia, (i.e., ukraine)	1890	Ukraine	2001697473.jpg	http://www.loc.gov/item/2001697473/
ouchy, hotel de chateaux, geneva lake, switzerland	1890	Switzerland	2001702445.jpg	http://www.loc.gov/item/2001702445/
wyndcliff from tintern road, chepstow, wales	1890	Wales	2002696538.jpg	http://www.loc.gov/item/2002696538/
blankenburg, i., with greifenstein, thuringia, germany	1890	Germany	2002720794.jpg	http://www.loc.gov/item/2002720794/
jersey, saint brelades bay, channel islands	1890	UK	2002696492.jpg	http://www.loc.gov/item/2002696492/
echo bridge, newton, massachusetts	1901	US	2008679575.jpg	http://www.loc.gov/item/2008679575/
the castle court, nuremberg, bavaria, germany	1890	Germany	2002696168.jpg	http://www.loc.gov/item/2002696168/
boscastle, harbor looking west, cornwall, england	1890	UK	2002711860.jpg	http://www.loc.gov/item/2002711860/
lissa, from the west, dalmatia, austro-hungary	1890	Austro-Hungary	2002710772.jpg	http://www.loc.gov/item/2002710772/
rech, ahrthal (i.e., ahrtal), the rhine, germany	1890	Germany	2002714048.jpg	http://www.loc.gov/item/2002714048/
the theatre, monte carlo, riviera	1890	France	2001699314.jpg	http://www.loc.gov/item/2001699314/
darjeeling. kinchinjunga and the snow from beechwood park	1890	India	2017657605.jpg	http://www.loc.gov/item/2017657605/
the castle, harlech castle, wales	1890	Wales	2001703487.jpg	http://www.loc.gov/item/2001703487/
emperor william's bridge, berlin, germany	1890	Germany	2002713627.jpg	http://www.loc.gov/item/2002713627/
furka pass, galenstock, general view, bernese oberland, switzerland	1890	Switzerland	2001701140.jpg	http://www.loc.gov/item/2001701140/
general view, lydney, england	1890	UK	2002697000.jpg	http://www.loc.gov/item/2002697000/
abbazia, general view, istria, austro-hungary	1890	Austro-Hungary	2002710908.jpg	http://www.loc.gov/item/2002710908/
the royal castle, erdmannsdorf, riesengebirge, germany	1890	Germany	2002720517.jpg	http://www.loc.gov/item/2002720517/
st. bartholoma, konigsee, upper bavaria, germany	1890	Germany	2002696241.jpg	http://www.loc.gov/item/2002696241/
the chamber of deputies, paris, france	1890	France	2001698505.jpg	http://www.loc.gov/item/2001698505/
bandak lake from dalen, telemarken (i.e, telemark), norway	1890	Norway	2001700751.jpg	http://www.loc.gov/item/2001700751/
scilly isles, st. mary's. pulpit rock, cornwall, england	1890	UK	2002696611.jpg	http://www.loc.gov/item/2002696611/
walchensee with urfeld, upper bavaria, germany	1890	Germany	2002696304.jpg	http://www.loc.gov/item/2002696304/
panorama, view from notre dame de la garde, marseilles, france	1890	France	2001698440.jpg	http://www.loc.gov/item/2001698440/
the buckstone, forest of dean, england	1890	UK	2002696754.jpg	http://www.loc.gov/item/2002696754/
at glengariff. county cork, ireland	1890	Ireland	2002717371.jpg	http://www.loc.gov/item/2002717371/
cottage occupied by l'empereur, vichy, france	1890	France	2001699251.jpg	http://www.loc.gov/item/2001699251/
general view, cwellyn lake, wales	1890	Wales	2001703468.jpg	http://www.loc.gov/item/2001703468/
dogwood blossoms	1898	US	2008678108.jpg	http://www.loc.gov/item/2008678108/
airolo, general view, st. gotthard railway, switzerland	1890	Switzerland	2001703192.jpg	http://www.loc.gov/item/2001703192/
st. mark's place and clock, venice, italy	1890	Italy	2001701005.jpg	http://www.loc.gov/item/2001701005/
the castle, auerbach, hartz, germany	1890	Germany	2002713762.jpg	http://www.loc.gov/item/2002713762/
rigi, seen from the gutsch, lucerne, switzerland	1890	Switzerland	2001703038.jpg	http://www.loc.gov/item/2001703038/
church, ross-on-wye, england	1890	UK	2002708084.jpg	http://www.loc.gov/item/2002708084/
general view, ii, antwerp, belgium	1890	Belgium	2001697873.jpg	http://www.loc.gov/item/2001697873/
the castle from the bridge, warwick, england	1890	UK	2002708211.jpg	http://www.loc.gov/item/2002708211/
sorfjord from odde (i.e. odda), hardanger fjord, norway	1890	Norway	2001699494.jpg	http://www.loc.gov/item/2001699494/
bach alps lake and schreckhorn, bernese oberland, switzerland	1890	Switzerland	2001701290.jpg	http://www.loc.gov/item/2001701290/
piccadilly circus, london, england	1890	UK	2002696938.jpg	http://www.loc.gov/item/2002696938/
grodnerjoch, hospice and sella, tyrol, austro-hungary	1890	Austro-Hungary	2002711030.jpg	http://www.loc.gov/item/2002711030/
isola madre, lake maggiore, italy	1890	Italy	2001700878.jpg	http://www.loc.gov/item/2001700878/
washington. jackson monument and white house	1898	US	2008678237.jpg	http://www.loc.gov/item/2008678237/
windermere, langdale pikes, lake district, england	1890	UK	2002696892.jpg	http://www.loc.gov/item/2002696892/
the matterhorn and the findelenbach bridge, valais, alps of, switzerland	1890	Switzerland	2001703307.jpg	http://www.loc.gov/item/2001703307/
province b. a. piedra movidiza - tandil	1890	Argentina	2017656794.jpg	http://www.loc.gov/item/2017656794/
summer theatre at lazionki (i.e. lazienki), warsaw, russia (i.e. warsaw, poland)	1890	Germany	2001697520.jpg	http://www.loc.gov/item/2001697520/
general view and great bridge, stettin, germany	1890	Germany	2002696191.jpg	http://www.loc.gov/item/2002696191/
gravosa, water front, dalmatia, austro-hungary	1890	Austro-Hungary	2002710764.jpg	http://www.loc.gov/item/2002710764/
the mammoth oak, pass christian, miss.	1901	US	2008679563.jpg	http://www.loc.gov/item/2008679563/
moritzburg castle, halle, german saxony, germany	1890	Germany	2002720628.jpg	http://www.loc.gov/item/2002720628/
guernsey, moulin huet bay, i, channel islands	1890	UK	2002696484.jpg	http://www.loc.gov/item/2002696484/
view on the wartburg, i., wartburg, thuringia, germany	1890	Germany	2002720782.jpg	http://www.loc.gov/item/2002720782/
rochers de naye, the summit and the alps, geneva lake, switzerland	1890	Switzerland	2001702453.jpg	http://www.loc.gov/item/2001702453/
main fair building, nigni-novgorod,(i.e., nizhniĭ novgorod), russia	1890	Russia	2001697465.jpg	http://www.loc.gov/item/2001697465/
kerkenbuurt, near the church, marken island, holland	1890	Netherlands	2001698790.jpg	http://www.loc.gov/item/2001698790/
bolton abbey. from river	1890	UK	2017659174.jpg	http://www.loc.gov/item/2017659174/
st. bavon abbey, the old tower, ghent, belgium	1890	Belgium	2001697936.jpg	http://www.loc.gov/item/2001697936/
"""vera"""	1898	UK	2002708354.jpg	http://www.loc.gov/item/2002708354/
lugano, the quay, and san salvatore, tessin, switzerland	1890	Switzerland	2001703242.jpg	http://www.loc.gov/item/2001703242/
paris. saint germain l'auxerrois	1890	France	2017657490.jpg	http://www.loc.gov/item/2017657490/
church of san martino, interior, naples, italy	1890	Italy	2001700897.jpg	http://www.loc.gov/item/2001700897/
port isaac, looking n.e., cornwall, england	1890	UK	2002696607.jpg	http://www.loc.gov/item/2002696607/
rjukanfos, telemarken (i.e, telemark), norway	1890	Norway	2001700747.jpg	http://www.loc.gov/item/2001700747/
from ste. adresse, havre, france	1890	France	2001698143.jpg	http://www.loc.gov/item/2001698143/
the pantheon and the rue soufflot, paris, france	1890	France	2001698513.jpg	http://www.loc.gov/item/2001698513/
barnesmore gap. county donegal, ireland	1890	Ireland	2002717388.jpg	http://www.loc.gov/item/2002717388/
pictures of the tannhauser story, arbeitszimmer, neuschwanstein castle, upper bavaria, germany	1890	Germany	2002696257.jpg	http://www.loc.gov/item/2002696257/
das siebengebirge, germany	1890	Germany	2002720501.jpg	http://www.loc.gov/item/2002720501/
view from fjord, lyngenfjord, norway	1890	Norway	2001698840.jpg	http://www.loc.gov/item/2001698840/
hunter's inn, lynton and lynmouth, england	1890	UK	2002697016.jpg	http://www.loc.gov/item/2002697016/
goethe's memorial, berlin, germany	1890	Germany	2002713631.jpg	http://www.loc.gov/item/2002713631/
grimselstrasse, aerlenbach, bernese oberland, switzerland	1890	Switzerland	2001701156.jpg	http://www.loc.gov/item/2001701156/
general view, llanberis, wales	1890	Wales	2001703491.jpg	http://www.loc.gov/item/2001703491/
gwalior. delhi mandal.	1890	India	2017657613.jpg	http://www.loc.gov/item/2017657613/
point st. louis, mentone, riviera	1890	France	2001699302.jpg	http://www.loc.gov/item/2001699302/
the severn bridge, sharpness, england	1890	UK	2002708092.jpg	http://www.loc.gov/item/2002708092/
riva degli schiavoni, venice, italy	1890	Italy	2001701013.jpg	http://www.loc.gov/item/2001701013/
general view, braunlage, hartz, germany	1890	Germany	2002713774.jpg	http://www.loc.gov/item/2002713774/
threave castle, castle douglas, scotland	1890	Scotland	2001705953.jpg	http://www.loc.gov/item/2001705953/
beach, swanage, england	1890	UK	2002708138.jpg	http://www.loc.gov/item/2002708138/
agra. diwan-i-chas	1890	India	2017658159.jpg	http://www.loc.gov/item/2017658159/
st. gall, from rosenberg, switzerland	1890	Switzerland	2001703184.jpg	http://www.loc.gov/item/2001703184/
royal avenue,  belfast. county antrim, ireland	1890	Ireland	2002717367.jpg	http://www.loc.gov/item/2002717367/
hotel des guises, calais, france	1890	France	2001697609.jpg	http://www.loc.gov/item/2001697609/
st. michael's abbey, farnborough, england	1890	UK	2002696742.jpg	http://www.loc.gov/item/2002696742/
skipton castle. courtyard	1890	UK	2017659748.jpg	http://www.loc.gov/item/2017659748/
temple of jupiter, exterior, baalbek, holy land, (i.e., ba'labakk, lebanon)	1890	Holy Land	2002724954.jpg	http://www.loc.gov/item/2002724954/
wimbachklamm in the ramsau, upper bavaria, germany	1890	Germany	2002696312.jpg	http://www.loc.gov/item/2002696312/
market place, from the east, breslau, silesia, germany (i.e., wrocław, poland)	1890	Germany	2002720690.jpg	http://www.loc.gov/item/2002720690/
general view, with the doubs, besançon, france	1890	France	2001697577.jpg	http://www.loc.gov/item/2001697577/
the footbridge of the steir, quimper, france	1890	France	2001698682.jpg	http://www.loc.gov/item/2001698682/
grotto of st. baume, var, france	1890	France	2001698728.jpg	http://www.loc.gov/item/2001698728/
traben, moselle, valley of, germany	1890	Germany	2002713959.jpg	http://www.loc.gov/item/2002713959/
mawgan, vale of lanherne, cornwall, england	1890	UK	2002696596.jpg	http://www.loc.gov/item/2002696596/
dunmore, ii. county waterford, ireland	1890	Ireland	2002717449.jpg	http://www.loc.gov/item/2002717449/
leysin, chaussy and the ormont valley in winter, vaud, canton of, switzerland	1890	Switzerland	2001703350.jpg	http://www.loc.gov/item/2001703350/
road and railway, turin, italy	1890	Italy	2001700985.jpg	http://www.loc.gov/item/2001700985/
monte cristallo and piz popena group, tyrol, austro-hungary	1890	Austro-Hungary	2002711067.jpg	http://www.loc.gov/item/2002711067/
jose jesus and wife	1899	US	2008678260.jpg	http://www.loc.gov/item/2008678260/
with war ships, algiers, algeria	1899	Algeria	2001697824.jpg	http://www.loc.gov/item/2001697824/
the needles, ii., isle of wight, england	1890	UK	2002708246.jpg	http://www.loc.gov/item/2002708246/
platzweisen, tyrol, austro-hungary	1890	Austro-Hungary	2002711088.jpg	http://www.loc.gov/item/2002711088/
pier head, i., lowestoft, england	1890	UK	2002696980.jpg	http://www.loc.gov/item/2002696980/
general view, innellan, scotland	1890	Scotland	2001706017.jpg	http://www.loc.gov/item/2001706017/
meirngen, looking towards the hasliberg, bernese oberland, switzerland	1890	Switzerland	2001701228.jpg	http://www.loc.gov/item/2001701228/
the falls of the rhine, by bengal light, schaffhausen, switzerland	1890	Switzerland	2001703215.jpg	http://www.loc.gov/item/2001703215/
the kursaal, (i.e., cursaal), ostend, belgium	1890	Belgium	2001697961.jpg	http://www.loc.gov/item/2001697961/
bridlington, the bayle gate, yorkshire, england	1890	UK	2002708303.jpg	http://www.loc.gov/item/2002708303/
stalheim hotel & naerodalen (ie. , nærøydalen) [norway]	1890	Norway	2001699586.jpg	http://www.loc.gov/item/2001699586/
stilferjoch (i.e., stilfer joch) road, from payerhutte, tyrol, austro-hungary	1890	Austro-Hungary	2002711122.jpg	http://www.loc.gov/item/2002711122/
nicolviewskaia, (i.e., nikolaevskaia), street, kiev, russia, (i.e., ukraine)	1890	Ukraine	2001697432.jpg	http://www.loc.gov/item/2001697432/
bruxelles. boulevard anspach	1890	Belgium	2017659123.jpg	http://www.loc.gov/item/2017659123/
compass point, bude, cornwall, england	1890	UK	2002696579.jpg	http://www.loc.gov/item/2002696579/
lauterbrunnen valley, bernese oberland, switzerland	1890	Switzerland	2001702404.jpg	http://www.loc.gov/item/2001702404/
agram, academy palace, with st. george monument, by fernkorn, croatia, austro-hungary	1890	Austro-Hungary	2002710733.jpg	http://www.loc.gov/item/2002710733/
lichtenfels, bavaria, germany	1890	Germany	2002696129.jpg	http://www.loc.gov/item/2002696129/
bay street, nassau, bahama islands	1901	Bahama	2008679534.jpg	http://www.loc.gov/item/2008679534/
the castle from swing bridge, brest, france	1890	France	2001697598.jpg	http://www.loc.gov/item/2001697598/
rutli, and urirothstock, (i.e., urirotstock), lake lucerne, switzerland	1890	Switzerland	2001703096.jpg	http://www.loc.gov/item/2001703096/
wilhelmsplatz and theatre, posen, germany (i.e., poznań poland)	1890	Germany	2002714009.jpg	http://www.loc.gov/item/2002714009/
singapore. museum	1890	Singapore	2017657644.jpg	http://www.loc.gov/item/2017657644/
heliopolis, l'obelisque	1890	Egypt	2017656956.jpg	http://www.loc.gov/item/2017656956/
general view of the town, no. 2, ventimiglia, riviera	1890	France	2001699355.jpg	http://www.loc.gov/item/2001699355/
oberhof, i., thuringia, germany	1890	Germany	2002720805.jpg	http://www.loc.gov/item/2002720805/
peel, glen helen and pleasure ground, isle of man	1890	UK	2002697041.jpg	http://www.loc.gov/item/2002697041/
salzburg, and the unterberg (i.e., untersberg), austro-hungary	1890	Austro-Hungary	2002710949.jpg	http://www.loc.gov/item/2002710949/
approach to babbacombe beach, torquay, england	1890	UK	2002708180.jpg	http://www.loc.gov/item/2002708180/
the monument st. jacob, basle, switzerland	1890	Switzerland	2001701101.jpg	http://www.loc.gov/item/2001701101/
kaiserstrasse, frankfort on main (i.e. frankfurt am main), germany	1890	Germany	2002713666.jpg	http://www.loc.gov/item/2002713666/
bad elster, saxony, germany	1890	Germany	2002720556.jpg	http://www.loc.gov/item/2002720556/
boulevard of the madeline (i.e., madeleine), paris, france	1890	France	2001698544.jpg	http://www.loc.gov/item/2001698544/
kissingen (bad kissingen), fürstenhof, bavaria, germany	1890	Germany	2002696200.jpg	http://www.loc.gov/item/2002696200/
from royal hotel, dawlish, england	1890	UK	2002696650.jpg	http://www.loc.gov/item/2002696650/
general view of the harbor, douarnenez, france	1890	France	2001698114.jpg	http://www.loc.gov/item/2001698114/
hofsfossen with honefos (i.e., hønefoss), ringerike, norway	1890	Norway	2001700710.jpg	http://www.loc.gov/item/2001700710/
la boulogne, entering havre, havre, france	1890	France	2001698401.jpg	http://www.loc.gov/item/2001698401/
ravenna gorge, black forest, baden, germany	1890	Germany	2002696345.jpg	http://www.loc.gov/item/2002696345/
the park, devonport, england	1890	UK	2002696715.jpg	http://www.loc.gov/item/2002696715/
kairo, fontaine au quartier arabe	1890	Egypt	2017657701.jpg	http://www.loc.gov/item/2017657701/
mt. pleasant, benedict arnold's mansion, philadelphia	1900	US	2008678149.jpg	http://www.loc.gov/item/2008678149/
llewellyn hotel, beddgelert, wales	1890	Wales	2001703429.jpg	http://www.loc.gov/item/2001703429/
jajce, a waterfall, bosnia, austro-hungary	1890	Austro-Hungary	2002708495.jpg	http://www.loc.gov/item/2002708495/
the temple of venus, park of worlitz, anhalt, germany	1890	Germany	2002695093.jpg	http://www.loc.gov/item/2002695093/
jungfernsteig from the north, hamburg, germany	1890	Germany	2002713689.jpg	http://www.loc.gov/item/2002713689/
einsiedeln, schoolhouse and monastery, lake lucerne, switzerland	1890	Switzerland	2001703079.jpg	http://www.loc.gov/item/2001703079/
post office, hanover, hanover, germany	1890	Germany	2002713723.jpg	http://www.loc.gov/item/2002713723/
rio di san trovaso, venice, italy	1890	Italy	2001701044.jpg	http://www.loc.gov/item/2001701044/
station hotel, ayr, scotland	1890	Scotland	2001703583.jpg	http://www.loc.gov/item/2001703583/
kairo, rue pavoisée pour une noce	1890	Egypt	2017657146.jpg	http://www.loc.gov/item/2017657146/
fish market, bergen, norway	1890	Norway	2001699457.jpg	http://www.loc.gov/item/2001699457/
